train_family_count,model,validation_family,task1_top1,task1_top3,task1_mrr,task2_exact_match,task2_normalized_edit_distance,task2_block_accuracy,task3_accuracy,family_specific_next_step_share,family_specific_task1_top1,family_specific_task1_top3
60,valid_lattice_template_retrieval,SYNTHFAMILY101,0.875,1.0,0.9322916666666666,0.0,0.09742981933998228,0.9509415909938475,1.0,0.03125,1.0,1.0
60,valid_lattice_template_retrieval,SYNTHFAMILY102,0.875,1.0,0.9375,0.0,0.10630386161469824,0.9099363453057757,1.0,0.0,nan,nan
60,valid_lattice_template_retrieval,SYNTHFAMILY103,0.96875,1.0,0.984375,0.0,0.10722160668762794,0.9066956214245029,1.0,0.0625,1.0,1.0
60,valid_lattice_template_retrieval,SYNTHFAMILY104,1.0,1.0,1.0,0.0,0.10597430842229992,0.9117516046731282,1.0,0.0625,1.0,1.0
60,valid_lattice_template_retrieval,SYNTHFAMILY105,0.84375,1.0,0.921875,0.0,0.09681342686568632,0.9318645084415101,1.0,0.03125,1.0,1.0
60,valid_lattice_template_retrieval,SYNTHFAMILY106,0.875,1.0,0.9375,0.0,0.1032181553646857,0.9301602716544152,1.0,0.0625,1.0,1.0
60,valid_lattice_template_retrieval,SYNTHFAMILY107,0.9375,1.0,0.96875,0.0,0.11422908165765631,0.9075717924506201,1.0,0.03125,1.0,1.0
60,valid_lattice_template_retrieval,SYNTHFAMILY108,0.90625,1.0,0.953125,0.0,0.12007358653729798,0.9513261290258214,1.0,0.125,1.0,1.0
60,valid_lattice_template_retrieval,SYNTHFAMILY109,0.875,1.0,0.9322916666666667,0.0,0.1101763424718198,0.8902320831166709,1.0,0.03125,1.0,1.0
60,valid_lattice_template_retrieval,SYNTHFAMILY110,0.8125,1.0,0.9010416666666666,0.0,0.10086722090803578,0.9593414953574987,1.0,0.125,1.0,1.0
80,raw_exact_retrieval,SYNTHFAMILY101,0.625,0.71875,0.671875,0.0,0.24125145887319005,0.620782914277768,1.0,0.03125,0.0,0.0
80,raw_exact_retrieval,SYNTHFAMILY102,0.59375,0.71875,0.65625,0.0,0.2583310876980909,0.5647769748240757,1.0,0.0,nan,nan
80,raw_exact_retrieval,SYNTHFAMILY103,0.625,0.75,0.6875,0.0,0.24680608044490027,0.6633034403710157,1.0,0.0625,0.0,0.0
80,raw_exact_retrieval,SYNTHFAMILY104,0.71875,0.78125,0.75,0.0,0.23768988629865329,0.6726857441593675,1.0,0.0625,0.0,0.0
80,raw_exact_retrieval,SYNTHFAMILY105,0.625,0.84375,0.734375,0.0,0.20295673031111638,0.6666043924637867,1.0,0.03125,0.0,0.0
80,raw_exact_retrieval,SYNTHFAMILY106,0.5,0.78125,0.640625,0.0,0.254965874906259,0.7011034464070801,1.0,0.0625,0.0,0.0
80,raw_exact_retrieval,SYNTHFAMILY107,0.65625,0.78125,0.71875,0.0,0.23546004756091227,0.6662588378649696,1.0,0.03125,0.0,0.0
80,raw_exact_retrieval,SYNTHFAMILY108,0.59375,0.6875,0.640625,0.0,0.25277292501289483,0.6551619385051769,1.0,0.125,0.0,0.0
80,raw_exact_retrieval,SYNTHFAMILY109,0.71875,0.8125,0.765625,0.03125,0.19679101240499666,0.6747776622173044,1.0,0.03125,0.0,0.0
80,raw_exact_retrieval,SYNTHFAMILY110,0.4375,0.65625,0.546875,0.0,0.25985692658733933,0.6844733066387539,1.0,0.125,0.0,0.0
80,template_adapted_retrieval,SYNTHFAMILY101,0.84375,1.0,0.9166666666666666,0.0,0.13731992516700856,0.7791295629876004,1.0,0.03125,1.0,1.0
80,template_adapted_retrieval,SYNTHFAMILY102,0.6875,1.0,0.8385416666666666,0.0,0.1517809672562591,0.7745216588350633,1.0,0.0,nan,nan
80,template_adapted_retrieval,SYNTHFAMILY103,0.84375,1.0,0.921875,0.0,0.15674847682118154,0.7699516035681058,1.0,0.0625,1.0,1.0
80,template_adapted_retrieval,SYNTHFAMILY104,0.84375,1.0,0.921875,0.0,0.15135615897992294,0.7639754604625022,1.0,0.0625,1.0,1.0
80,template_adapted_retrieval,SYNTHFAMILY105,0.65625,1.0,0.828125,0.0,0.14330234761667407,0.7548644382933847,1.0,0.03125,1.0,1.0
80,template_adapted_retrieval,SYNTHFAMILY106,0.71875,1.0,0.8489583333333334,0.0,0.15182647612097733,0.8028456927391682,1.0,0.0625,1.0,1.0
80,template_adapted_retrieval,SYNTHFAMILY107,0.875,1.0,0.9375,0.0,0.1686648428248761,0.7951530680921931,1.0,0.03125,1.0,1.0
80,template_adapted_retrieval,SYNTHFAMILY108,0.78125,1.0,0.8854166666666667,0.0,0.16078760336056191,0.7480963195404583,1.0,0.125,1.0,1.0
80,template_adapted_retrieval,SYNTHFAMILY109,0.84375,1.0,0.9166666666666667,0.0,0.15278402345859896,0.7819303307805774,1.0,0.03125,1.0,1.0
80,template_adapted_retrieval,SYNTHFAMILY110,0.5625,1.0,0.7708333333333333,0.0,0.15420545601005303,0.8192915657006197,1.0,0.125,1.0,1.0
80,valid_lattice_template_retrieval,SYNTHFAMILY101,0.90625,1.0,0.9479166666666666,0.0,0.09450013183998228,0.9758439347438475,1.0,0.03125,1.0,1.0
80,valid_lattice_template_retrieval,SYNTHFAMILY102,0.875,1.0,0.9375,0.0,0.10354650867352176,0.9278591394234228,1.0,0.0,nan,nan
80,valid_lattice_template_retrieval,SYNTHFAMILY103,0.9375,1.0,0.96875,0.0,0.10580115214217338,0.9081160759699575,1.0,0.0625,1.0,1.0
80,valid_lattice_template_retrieval,SYNTHFAMILY104,1.0,1.0,1.0,0.0,0.10724698520867533,0.9104789278867528,1.0,0.0625,1.0,1.0
80,valid_lattice_template_retrieval,SYNTHFAMILY105,0.84375,1.0,0.921875,0.0,0.09547414115140061,0.9318645084415101,1.0,0.03125,1.0,1.0
80,valid_lattice_template_retrieval,SYNTHFAMILY106,0.875,1.0,0.9375,0.0,0.1032181553646857,0.9301602716544152,1.0,0.0625,1.0,1.0
80,valid_lattice_template_retrieval,SYNTHFAMILY107,0.9375,1.0,0.96875,0.0,0.11698643459883279,0.9254945865682671,1.0,0.03125,1.0,1.0
80,valid_lattice_template_retrieval,SYNTHFAMILY108,0.90625,1.0,0.953125,0.0,0.12007358653729798,0.9513261290258214,1.0,0.125,1.0,1.0
80,valid_lattice_template_retrieval,SYNTHFAMILY109,0.875,1.0,0.9322916666666667,0.0,0.1101763424718198,0.8902320831166709,1.0,0.03125,1.0,1.0
80,valid_lattice_template_retrieval,SYNTHFAMILY110,0.8125,1.0,0.90625,0.0,0.10512858454439941,0.9841994499029533,1.0,0.125,1.0,1.0
100,raw_exact_retrieval,SYNTHFAMILY101,0.59375,0.71875,0.65625,0.0,0.24171101769671946,0.6083748260424738,1.0,0.03125,0.0,0.0
100,raw_exact_retrieval,SYNTHFAMILY102,0.59375,0.71875,0.65625,0.0,0.26108844063926734,0.5647769748240757,1.0,0.0,nan,nan
100,raw_exact_retrieval,SYNTHFAMILY103,0.625,0.75,0.6875,0.0,0.24680608044490027,0.6633034403710157,1.0,0.0625,0.0,0.0
100,raw_exact_retrieval,SYNTHFAMILY104,0.71875,0.78125,0.75,0.0,0.23768988629865329,0.6726857441593675,1.0,0.0625,0.0,0.0
100,raw_exact_retrieval,SYNTHFAMILY105,0.6875,0.84375,0.765625,0.0,0.20349130997876055,0.668589974086465,1.0,0.03125,0.0,0.0
100,raw_exact_retrieval,SYNTHFAMILY106,0.5625,0.78125,0.671875,0.0,0.254965874906259,0.7011034464070801,1.0,0.0625,0.0,0.0
100,raw_exact_retrieval,SYNTHFAMILY107,0.6875,0.78125,0.734375,0.0,0.23454092991385345,0.6680970731590873,1.0,0.03125,0.0,0.0
100,raw_exact_retrieval,SYNTHFAMILY108,0.5625,0.6875,0.625,0.0,0.25277292501289483,0.6551619385051769,1.0,0.125,0.0,0.0
100,raw_exact_retrieval,SYNTHFAMILY109,0.71875,0.8125,0.765625,0.03125,0.19976720288118716,0.6722975034871457,1.0,0.03125,0.0,0.0
100,raw_exact_retrieval,SYNTHFAMILY110,0.4375,0.65625,0.546875,0.0,0.26353339717557467,0.6637931595799305,1.0,0.125,0.0,0.0
100,template_adapted_retrieval,SYNTHFAMILY101,0.78125,1.0,0.8854166666666666,0.0,0.14365963883765634,0.7799455770835699,1.0,0.03125,1.0,1.0
100,template_adapted_retrieval,SYNTHFAMILY102,0.65625,1.0,0.8229166666666666,0.0,0.15225283569113304,0.7906103208623743,1.0,0.0,nan,nan
100,template_adapted_retrieval,SYNTHFAMILY103,0.75,1.0,0.875,0.0,0.15803272339652402,0.7601057131571469,1.0,0.0625,1.0,1.0
100,template_adapted_retrieval,SYNTHFAMILY104,0.84375,1.0,0.9166666666666667,0.0,0.15465819859049215,0.7914851909699168,1.0,0.0625,1.0,1.0
100,template_adapted_retrieval,SYNTHFAMILY105,0.71875,1.0,0.859375,0.0,0.14554630178083552,0.7751364855317245,1.0,0.03125,1.0,1.0
100,template_adapted_retrieval,SYNTHFAMILY106,0.8125,1.0,0.9010416666666666,0.0,0.15084895901442796,0.8003255314488456,1.0,0.0625,1.0,1.0
100,template_adapted_retrieval,SYNTHFAMILY107,0.875,1.0,0.9375,0.0,0.16637824039851742,0.7949341306313641,1.0,0.03125,1.0,1.0
100,template_adapted_retrieval,SYNTHFAMILY108,0.8125,1.0,0.9010416666666667,0.0,0.16078760336056191,0.7580789584293471,1.0,0.125,1.0,1.0
100,template_adapted_retrieval,SYNTHFAMILY109,0.8125,1.0,0.9010416666666667,0.0,0.15525618167672492,0.7895308172117089,1.0,0.03125,1.0,1.0
100,template_adapted_retrieval,SYNTHFAMILY110,0.625,1.0,0.8072916666666667,0.0,0.15834148542181772,0.7989680911615502,1.0,0.125,1.0,1.0
100,valid_lattice_template_retrieval,SYNTHFAMILY101,0.875,1.0,0.9322916666666666,0.0,0.09450013183998228,0.9758439347438475,1.0,0.03125,1.0,1.0
100,valid_lattice_template_retrieval,SYNTHFAMILY102,0.84375,1.0,0.921875,0.0,0.10768253808528647,0.9278591394234228,1.0,0.0,nan,nan
100,valid_lattice_template_retrieval,SYNTHFAMILY103,0.875,1.0,0.9375,0.0,0.10580115214217338,0.9081160759699575,1.0,0.0625,1.0,1.0
100,valid_lattice_template_retrieval,SYNTHFAMILY104,1.0,1.0,1.0,0.0,0.10724698520867533,0.9104789278867528,1.0,0.0625,1.0,1.0
100,valid_lattice_template_retrieval,SYNTHFAMILY105,0.84375,1.0,0.921875,0.0,0.09547414115140061,0.9318645084415101,1.0,0.03125,1.0,1.0
100,valid_lattice_template_retrieval,SYNTHFAMILY106,0.9375,1.0,0.96875,0.0,0.1032181553646857,0.9301602716544152,1.0,0.0625,1.0,1.0
100,valid_lattice_template_retrieval,SYNTHFAMILY107,0.90625,1.0,0.953125,0.0,0.11560775812824456,0.9282519395094436,1.0,0.03125,1.0,1.0
100,valid_lattice_template_retrieval,SYNTHFAMILY108,0.9375,1.0,0.96875,0.0,0.12007358653729798,0.9513261290258214,1.0,0.125,1.0,1.0
100,valid_lattice_template_retrieval,SYNTHFAMILY109,0.875,1.0,0.9322916666666667,0.0,0.1101763424718198,0.8902320831166709,1.0,0.03125,1.0,1.0
100,valid_lattice_template_retrieval,SYNTHFAMILY110,0.84375,1.0,0.921875,0.0,0.10650726101498764,0.9841994499029533,1.0,0.125,1.0,1.0
